srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm
175.45.176.0,0,149.171.126.13,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223295,1424223295,0.009,0.0,0.0,0.0,0.0,0,2,,, ,7,7,2,10,2,2,7
175.45.176.0,0,149.171.126.13,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223296,1424223296,0.009,0.0,0.0,0.0,0.0,0,2,,, ,7,7,3,3,3,3,7
175.45.176.0,0,149.171.126.13,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223296,1424223296,0.009,0.0,0.0,0.0,0.0,0,2,,, ,7,7,3,3,3,3,7
59.166.0.2,48804,149.171.126.5,56915,udp,CON,0.00181,528,304,31,29,0,0,-,1750276.25,1007734.813,4,4,0,0,0,0,132,76,0,0,0.63121,0.336347,1424223296,1424223296,0.449333,0.242333,0.0,0.0,0.0,0,0,,, ,3,4,3,5,1,1,3
59.166.0.7,21407,149.171.126.5,80,tcp,FIN,1.118995,1580,10168,31,29,3,5,http,10359.2959,68661.61719,12,18,255,255,2643021186,2644031444,132,565,1,3924,10466.41534,8427.193772,1424223303,1424223304,101.69618,65.791115,0.000702,0.000542,0.00016,0,0,1.0,, ,1,1,3,2,1,1,2
59.166.0.5,65447,149.171.126.8,65419,tcp,FIN,0.032634,3614,47722,31,29,7,24,-,871238.5625,11510204.0,60,62,255,255,2792245057,642980321,60,770,0,0,36.699198,34.933631,1424223310,1424223310,0.556828,0.524328,0.000779,0.000641,0.000138,0,0,,, ,6,2,1,4,1,1,1
175.45.176.2,5662,149.171.126.11,2900,tcp,FIN,0.811971,542,354,254,252,2,1,-,4808.053223,3054.296143,10,8,255,255,736483328,1931777506,54,44,0,0,5671.506641,157.327625,1424223318,1424223319,87.353778,105.616711,0.146195,0.072649,0.073546,0,1,,, ,1,3,2,1,1,1,1
59.166.0.0,26262,149.171.126.6,6863,tcp,FIN,0.251847,8928,320,31,29,4,1,ftp-data,263366.25,8481.339844,14,6,255,255,1807704425,4259915624,638,53,0,0,1671.716763,69.363531,1424223320,1424223320,19.372847,50.248,0.000623,0.000488,0.000135,0,0,,, ,2,2,5,3,1,1,3
149.171.126.12,47439,175.45.176.0,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223322,1424223322,0.003,0.0,0.0,0.0,0.0,0,0,,, ,17,17,1,1,1,1,17
149.171.126.12,1043,175.45.176.0,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223330,1424223330,0.002,0.0,0.0,0.0,0.0,0,0,,, ,10,10,8,8,8,8,10
59.166.0.8,6645,149.171.126.1,53,udp,CON,0.001007,146,178,31,29,0,0,dns,579940.4375,707050.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223339,1424223339,0.001,0.007,0.0,0.0,0.0,0,0,,, ,3,2,2,2,1,1,3
59.166.0.3,20175,149.171.126.4,18683,tcp,FIN,0.00675,4424,2456,31,29,7,7,-,4952889.0,2749629.5,18,18,255,255,2015316294,4167870712,246,136,0,0,20.390708,0.551662,1424223345,1424223345,0.377294,0.366412,0.000646,0.000518,0.000128,0,0,,, ,5,8,3,2,1,1,2
175.45.176.0,47439,149.171.126.12,53,udp,INT,4e-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223348,1424223348,0.004,0.0,0.0,0.0,0.0,0,2,,, ,16,16,8,8,8,8,16
59.166.0.4,3160,149.171.126.3,42307,tcp,FIN,0.081096,8928,424,31,29,4,1,ftp-data,817894.8125,36598.59766,14,8,255,255,3743287015,3150936811,638,53,0,0,683.14955,28.017393,1424223364,1424223364,6.238154,11.491143,0.000688,0.000533,0.000155,0,0,,, ,2,4,2,2,1,1,3
175.45.176.0,47284,149.171.126.17,921,udp,INT,8e-06,1264,0,62,0,0,0,-,632000000.0,0.0,2,0,0,0,0,0,632,0,0,0,0.0,0.0,1424223373,1424223373,0.008,0.0,0.0,0.0,0.0,0,2,,, ,2,1,1,10,1,1,1
149.171.126.12,47439,175.45.176.0,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223378,1424223378,0.002,0.0,0.0,0.0,0.0,0,0,,, ,16,16,8,8,8,8,16
59.166.0.0,6265,149.171.126.8,42180,tcp,FIN,0.028921,3494,44030,31,29,7,22,-,949898.0,11961965.0,58,56,255,255,2140474331,2140762628,60,786,0,0,32.449253,0.888417,1424223381,1424223381,0.501912,0.515836,0.00065,0.000535,0.000115,0,0,,, ,2,8,5,2,1,1,1
59.166.0.5,56551,149.171.126.4,26683,tcp,FIN,0.013881,2646,26060,31,29,7,15,-,1488653.625,14677905.0,42,44,255,255,1805511232,3964369942,63,592,0,0,18.412059,17.806192,1424223387,1424223387,0.330805,0.309186,0.000723,0.000577,0.000146,0,0,,, ,1,5,4,1,1,1,1
149.171.126.12,1043,175.45.176.0,53,udp,INT,1e-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223394,1424223394,0.001,0.0,0.0,0.0,0.0,0,0,,, ,16,16,8,8,8,8,16
59.166.0.3,53334,149.171.126.4,52062,tcp,FIN,0.386187,5008,3080,31,29,7,7,-,100055.1563,61690.32422,28,30,255,255,4160124594,4163239747,179,103,0,0,832.827495,21.506799,1424223395,1424223395,14.291666,13.299379,0.000618,0.000502,0.000116,0,0,,, ,4,5,4,5,1,1,3
59.166.0.2,29243,149.171.126.5,27093,tcp,FIN,0.032902,2646,26060,31,29,7,15,-,628046.9375,6192450.5,42,44,255,255,3100961696,987071184,63,592,0,0,55.494039,55.090026,1424223400,1424223400,0.794659,0.77119,0.00062,0.000508,0.000112,0,0,,, ,4,4,4,6,1,1,2
149.171.126.12,1043,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223401,1424223401,0.008,0.0,0.0,0.0,0.0,0,0,,, ,19,19,16,16,16,8,19
175.45.176.0,1043,149.171.126.12,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223412,1424223412,0.008,0.0,0.0,0.0,0.0,0,2,,, ,28,28,14,14,14,9,28
59.166.0.1,2010,149.171.126.9,44479,udp,CON,0.019302,520,304,31,29,0,0,-,161641.2813,94497.98438,4,4,0,0,0,0,130,76,0,0,1.971414,8.576263,1424223414,1424223414,1.4,6.071333,0.0,0.0,0.0,0,0,,, ,2,3,6,3,1,1,5
59.166.0.9,38241,149.171.126.7,9094,tcp,FIN,0.022941,3390,44134,31,29,7,22,-,1161239.625,15125408.0,56,58,255,255,1835703555,3981394105,61,761,0,0,22.470667,21.652184,1424223430,1424223430,0.411182,0.39207,0.000732,0.000583,0.000149,0,0,,, ,5,3,2,2,1,1,1
59.166.0.4,28610,149.171.126.4,19086,tcp,FIN,0.032275,3390,44134,31,29,7,22,-,825406.6875,10751108.0,56,58,255,255,3517801176,3518106217,61,761,0,0,37.446152,36.724094,1424223433,1424223433,0.602094,0.576909,0.000893,0.000535,0.000358,0,0,,, ,2,1,2,4,1,1,2
149.171.126.12,47439,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223439,1424223439,0.007,0.0,0.0,0.0,0.0,0,0,,, ,32,32,24,24,24,16,32
59.166.0.8,43541,149.171.126.2,22,tcp,FIN,0.432879,3728,5474,31,29,7,7,ssh,66753.0625,96950.88281,32,24,255,255,4043671988,1898572760,117,228,0,0,1060.551724,34.097391,1424223448,1424223449,13.963839,18.789521,0.00072,0.000579,0.000141,0,0,,, ,1,1,6,7,1,1,4
59.166.0.5,58509,149.171.126.8,21372,tcp,FIN,0.298307,4840,2872,31,29,7,7,-,124811.0156,74071.34375,26,26,255,255,1310806843,3463374038,186,110,0,0,803.248937,22.305691,1424223451,1424223451,11.9186,11.91144,0.000647,0.000518,0.000129,0,0,,, ,3,5,5,5,1,1,3
149.171.126.12,47439,175.45.176.0,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223452,1424223452,0.009,0.0,0.0,0.0,0.0,0,0,,, ,30,30,19,19,19,12,30
149.171.126.12,47439,175.45.176.0,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223455,1424223455,0.009,0.0,0.0,0.0,0.0,0,0,,, ,36,36,21,21,21,14,36
59.166.0.0,24071,149.171.126.2,22349,tcp,FIN,0.023017,3614,47722,31,29,7,24,-,1235260.875,16319416.0,60,62,255,255,1575833972,3721513537,60,770,0,0,20.59281,20.5258,1424223458,1424223458,0.382,0.373483,0.00075,0.000599,0.000151,0,0,,, ,2,3,5,5,1,1,3
149.171.126.12,47439,175.45.176.0,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223466,1424223466,0.009,0.0,0.0,0.0,0.0,0,0,,, ,35,35,32,32,32,16,35
59.166.0.6,17639,149.171.126.3,53,udp,CON,0.000978,146,178,31,29,0,0,dns,597137.0,728016.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223467,1424223467,0.001,0.003,0.0,0.0,0.0,0,0,,, ,2,5,5,3,1,1,1
149.171.126.12,47439,175.45.176.0,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223472,1424223472,0.002,0.0,0.0,0.0,0.0,0,0,,, ,35,35,23,23,23,16,35
175.45.176.0,47439,149.171.126.12,53,udp,INT,2.1e-05,114,0,254,0,0,0,dns,21714286.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223474,1424223474,0.021,0.0,0.0,0.0,0.0,0,2,,, ,28,28,18,18,18,12,28
149.171.126.12,1043,175.45.176.0,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223477,1424223477,0.004,0.0,0.0,0.0,0.0,0,0,,, ,21,21,11,11,11,7,21
149.171.126.12,47439,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223483,1424223483,0.007,0.0,0.0,0.0,0.0,0,0,,, ,34,34,24,24,24,16,34
175.45.176.0,1043,149.171.126.12,53,udp,INT,9e-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223513,1424223513,0.009,0.0,0.0,0.0,0.0,0,2,,, ,16,16,6,6,6,6,16
149.171.126.12,47439,175.45.176.0,53,udp,INT,9e-06,264,0,60,0,0,0,dns,117333328.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223520,1424223520,0.009,0.0,0.0,0.0,0.0,0,0,,, ,16,16,16,16,16,8,16
59.166.0.2,23276,149.171.126.9,53,udp,CON,0.000956,130,162,31,29,0,0,dns,543933.0625,677824.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424223528,1424223528,0.002,0.005,0.0,0.0,0.0,0,0,,, ,1,2,3,1,1,1,1
59.166.0.8,31578,149.171.126.8,60545,tcp,FIN,0.02161,3390,44134,31,29,7,22,-,1232762.625,16057011.0,56,58,255,255,1526163123,3671853277,61,761,0,0,21.311158,20.310198,1424223530,1424223530,0.39437,0.374821,0.000755,0.000612,0.000143,0,0,,, ,3,2,3,3,1,1,3
59.166.0.4,35774,149.171.126.3,53,udp,CON,0.001069,146,178,31,29,0,0,dns,546304.9375,666043.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223536,1424223536,0.009,0.005,0.0,0.0,0.0,0,0,,, ,4,2,4,4,2,1,1
59.166.0.6,30063,149.171.126.6,80,tcp,FIN,5.250942,16914,1087890,31,29,2,370,http,25688.3418,1655218.375,316,746,255,255,603713337,2759569476,54,1458,1,524288,967.126306,606.298993,1424223539,1424223544,16.668642,7.047568,0.000622,0.000499,0.000123,0,0,1.0,, ,2,1,1,4,2,1,1
59.166.0.7,62141,149.171.126.5,64203,tcp,FIN,0.235364,424,8824,31,29,1,4,ftp-data,12610.25488,274944.3438,8,12,255,255,3605813678,4000026050,53,735,0,0,2210.172331,1757.896405,1424223545,1424223545,33.57757,21.350727,0.000632,0.0005,0.000132,0,0,,, ,3,3,6,7,1,1,5
175.45.176.3,34726,149.171.126.15,111,tcp,FIN,0.900676,564,354,254,252,2,1,-,4512.166504,2753.487305,10,8,255,255,1324790887,729722894,56,44,0,0,6282.248322,169.660219,1424223574,1424223575,94.883667,110.942711,0.176146,0.124076,0.05207,0,1,,, ,1,1,1,1,1,1,1
59.166.0.7,7708,149.171.126.4,53,udp,CON,0.001029,146,178,31,29,0,0,dns,567541.3125,691933.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223582,1424223582,0.009,0.007,0.0,0.0,0.0,0,0,,, ,1,3,2,1,1,1,1
59.166.0.6,8567,149.171.126.2,53,udp,CON,0.001036,146,178,31,29,0,0,dns,563706.5625,687258.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223584,1424223584,0.009,0.003,0.0,0.0,0.0,0,0,,, ,2,2,5,2,1,1,1
175.45.176.3,26995,149.171.126.10,111,udp,INT,9e-06,168,0,254,0,0,0,-,74666664.0,0.0,2,0,0,0,0,0,84,0,0,0,0.0,0.0,1424223589,1424223589,0.009,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,1,1,1,1
175.45.176.1,46756,149.171.126.10,21,tcp,FIN,1.451439,738,682,254,252,4,4,ftp,3781.075195,3450.368896,14,12,255,255,1881628775,3437745604,53,57,0,0,5697.625212,139.280234,1424223600,1424223601,109.357156,117.289633,0.210358,0.161245,0.049113,0,1,,1.0,1,2,2,1,1,1,1,2
175.45.176.1,29441,149.171.126.10,21,tcp,FIN,0.93688,726,682,254,252,4,4,ftp,5763.812012,5345.401855,14,12,255,255,1856616011,2512395395,52,57,0,0,3958.028746,94.34643,1424223607,1424223608,72.067695,78.17782,0.107761,0.075448,0.032313,0,1,,1.0,1,4,4,1,1,1,1,4
175.45.176.3,27591,149.171.126.17,4986,tcp,FIN,0.465222,626,268,254,252,2,1,-,9698.595703,3851.924561,10,6,255,255,639293941,2164001929,63,45,0,0,2723.754318,154.474734,1424223628,1424223629,51.691333,80.401398,0.083813,0.034833,0.04898,0,1,,, ,1,1,1,1,1,1,1
149.171.126.12,1043,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223632,1424223632,0.008,0.0,0.0,0.0,0.0,0,0,,, ,25,25,1,1,1,1,25
59.166.0.4,59616,149.171.126.1,42307,tcp,FIN,0.008537,8928,320,31,29,4,1,ftp-data,7769474.0,250204.9844,14,6,255,255,329142150,339758175,638,53,0,0,41.370449,2.874001,1424223632,1424223632,0.656692,1.5904,0.000594,0.000468,0.000126,0,0,,, ,3,3,5,4,1,1,4
59.166.0.5,49462,149.171.126.3,47439,tcp,FIN,0.013869,2646,26060,31,29,7,15,-,1489941.625,14690605.0,42,44,255,255,4243752758,4257180621,63,592,0,0,19.11007,18.112837,1424223642,1424223642,0.330732,0.314786,0.000786,0.000645,0.000141,0,0,,, ,6,4,2,5,1,1,3
175.45.176.3,50153,149.171.126.18,2552,udp,INT,8e-06,232,0,254,0,0,0,-,116000000.0,0.0,2,0,0,0,0,0,116,0,0,0,0.0,0.0,1424223643,1424223643,0.008,0.0,0.0,0.0,0.0,0,2,,, ,1,1,2,1,1,1,1
59.166.0.8,6085,149.171.126.4,80,tcp,FIN,1.112198,1580,10168,31,29,3,5,http,10422.60449,69081.22656,12,18,255,255,151720272,152678224,132,565,1,3924,10399.59501,8375.240143,1424223649,1424223650,101.076821,65.390239,0.000701,0.000561,0.00014,0,0,1.0,, ,1,1,2,5,1,1,2
59.166.0.5,2658,149.171.126.4,26361,tcp,FIN,0.01966,3182,39694,31,29,7,20,-,1269989.875,15853103.0,52,54,255,255,176750011,2326642873,61,735,0,0,21.221843,20.010328,1424223656,1424223656,0.37849,0.359434,0.000732,0.000602,0.00013,0,0,,, ,5,5,4,2,1,1,2
175.45.176.3,15229,149.171.126.18,80,tcp,FIN,0.344051,1296,268,254,252,2,1,http,27135.51172,5208.530273,10,6,255,255,1127049042,905114555,130,45,1,0,1919.077426,105.955047,1424223658,1424223658,36.186111,62.513801,0.106057,0.031473,0.074584,0,1,1.0,, ,1,1,1,1,1,1,1
59.166.0.5,60004,149.171.126.9,5190,tcp,FIN,0.953992,3022,17186,31,29,8,11,-,24746.53906,139883.7656,42,34,255,255,2001783188,2002078845,72,505,0,0,1896.566488,60.27682,1424223667,1424223668,23.268097,28.887939,0.000691,0.000564,0.000127,0,0,,, ,3,1,2,3,1,1,1
59.166.0.3,47128,149.171.126.6,2347,tcp,FIN,0.02265,3182,39694,31,29,7,20,-,1102340.0,13760353.0,52,54,255,255,1439332142,3589226290,61,735,0,0,29.354135,25.700631,1424223676,1424223677,0.44598,0.416132,0.000728,0.000587,0.000141,0,0,,, ,4,4,1,3,1,1,4
175.45.176.2,57604,149.171.126.12,111,tcp,FIN,0.788058,564,354,254,252,2,1,-,5156.980957,3146.976562,10,8,255,255,148144071,3814981175,56,44,0,0,6116.556991,147.645391,1424223676,1424223677,84.408889,105.707289,0.108743,0.048099,0.060644,0,1,,, ,1,1,5,1,1,1,1
175.45.176.0,47439,149.171.126.12,53,udp,INT,8e-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424223677,1424223677,0.008,0.0,0.0,0.0,0.0,0,2,,, ,22,22,5,5,5,5,22
175.45.176.1,21545,149.171.126.18,33931,tcp,FIN,0.477643,598,268,254,252,2,1,-,9027.663086,3751.755859,10,6,255,255,3599635921,1812280313,60,45,0,0,2276.961252,109.031445,1424223683,1424223684,46.211222,82.325398,0.13085,0.066008,0.064842,0,1,,, ,4,1,2,2,1,1,1
59.166.0.7,14725,149.171.126.9,53,udp,CON,0.001035,130,162,31,29,0,0,dns,502415.4688,626087.0,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424223685,1424223685,0.009,0.007,0.0,0.0,0.0,0,0,,, ,3,2,1,1,1,1,2
59.166.0.8,1245,149.171.126.1,17655,tcp,FIN,0.013144,2766,24114,31,29,7,16,-,1645769.875,14357881.0,44,46,255,255,3214788235,3237806613,63,524,0,0,0.0,16.811743,1424223690,1424223690,0.295116,0.286136,0.000704,0.000551,0.000153,0,0,,, ,10,7,1,2,1,1,2
175.45.176.3,17228,149.171.126.11,80,tcp,FIN,0.94645,784,1196,62,252,2,2,http,5967.562988,8849.913086,10,8,255,255,4041516835,3202331015,78,150,1,188,5495.969224,233.704797,1424223695,1424223695,105.050333,121.975711,0.199795,0.092611,0.107184,0,1,1.0,, ,1,1,2,1,1,1,1
59.166.0.3,24438,149.171.126.1,20831,udp,CON,0.001656,520,304,31,29,0,0,-,1884057.875,1101449.25,4,4,0,0,0,0,130,76,0,0,0.598448,0.274124,1424223696,1424223696,0.426667,0.199333,0.0,0.0,0.0,0,0,,, ,6,8,3,4,1,1,7
149.171.126.12,47439,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223723,1424223723,0.008,0.0,0.0,0.0,0.0,0,0,,, ,11,11,3,3,3,3,11
59.166.0.5,15453,149.171.126.5,13576,tcp,FIN,0.010012,2230,12896,31,29,7,11,-,1729924.125,10018378.0,34,36,255,255,2674210399,2686456727,66,358,0,0,21.340561,20.054603,1424223739,1424223739,0.294061,0.279824,0.000619,0.000495,0.000124,0,0,,, ,10,1,3,6,1,1,1
149.171.126.12,47439,175.45.176.0,53,udp,INT,5e-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223743,1424223743,0.005,0.0,0.0,0.0,0.0,0,0,,, ,26,26,12,12,12,6,26
149.171.126.12,1043,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223746,1424223746,0.007,0.0,0.0,0.0,0.0,0,0,,, ,16,16,12,12,12,5,16
59.166.0.7,59495,149.171.126.6,19417,tcp,FIN,0.009483,2230,12896,31,29,7,11,-,1826426.125,10577243.0,34,36,255,255,3080080857,947212165,66,358,0,0,15.348581,14.246861,1424223754,1424223754,0.286187,0.255886,0.000652,0.000524,0.000128,0,0,,, ,5,8,2,2,1,1,1
149.171.126.12,1043,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223754,1424223754,0.008,0.0,0.0,0.0,0.0,0,0,,, ,16,16,8,8,8,8,16
59.166.0.7,36603,149.171.126.1,21,tcp,FIN,2.391719,2934,3740,31,29,11,15,ftp,9626.548828,12279.03418,52,54,255,255,2877635703,2917627729,56,69,0,0,3491.392003,92.312477,1424223765,1424223767,46.890155,45.117301,0.000615,0.000499,0.000116,0,0,,1.0,1,2,1,3,6,1,1,3
149.171.126.12,47439,175.45.176.0,53,udp,INT,1e-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223767,1424223767,0.001,0.0,0.0,0.0,0.0,0,0,,, ,16,16,8,8,8,8,16
59.166.0.4,7228,149.171.126.2,22,tcp,FIN,2.034888,9400,12402,31,29,26,31,ssh,36609.38672,48340.74219,106,116,255,255,1764757498,1765065786,89,107,0,0,1243.442619,1189.820008,1424223770,1424223772,19.376991,17.689417,0.000722,0.000597,0.000125,0,0,,, ,1,1,6,2,1,1,1
59.166.0.6,21670,149.171.126.4,1047,udp,CON,0.072131,528,304,31,29,0,0,-,43920.08984,25287.32422,4,4,0,0,0,0,132,76,0,0,26.884906,10.814727,1424223771,1424223771,19.019,7.654667,0.0,0.0,0.0,0,0,,, ,4,7,5,4,1,1,3
149.171.126.12,47439,175.45.176.0,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223772,1424223772,0.004,0.0,0.0,0.0,0.0,0,0,,, ,10,10,8,8,8,8,10
149.171.126.12,1043,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223787,1424223787,0.008,0.0,0.0,0.0,0.0,0,0,,, ,16,16,8,8,8,8,16
175.45.176.1,41702,149.171.126.19,179,tcp,FIN,1.618537,1420,642,254,252,5,3,-,6583.723633,2911.27124,16,12,255,255,1689503148,2217826617,89,54,0,0,5643.7027,224.307953,1424223792,1424223794,105.664397,140.022359,0.143281,0.078283,0.064998,0,1,,, ,3,1,1,2,1,1,1
59.166.0.7,38976,149.171.126.1,53,udp,CON,0.001046,132,164,31,29,0,0,dns,504780.0938,627151.0,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424223796,1424223796,0.008,0.007,0.0,0.0,0.0,0,0,,, ,3,3,10,3,2,2,2
149.171.126.12,1043,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223805,1424223805,0.007,0.0,0.0,0.0,0.0,0,0,,, ,16,16,8,8,8,8,16
59.166.0.8,17025,149.171.126.3,53,udp,CON,0.001036,130,162,31,29,0,0,dns,501930.5,625482.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424223809,1424223809,0.008,0.008,0.0,0.0,0.0,0,0,,, ,1,1,1,3,1,1,1
59.166.0.6,6565,149.171.126.4,53,udp,CON,0.001004,146,178,31,29,0,0,dns,581673.3125,709163.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223812,1424223812,0.009,0.002,0.0,0.0,0.0,0,0,,, ,1,1,4,3,1,1,1
59.166.0.2,6429,149.171.126.2,5190,tcp,FIN,0.003901,1036,2262,31,29,4,4,-,1948218.5,4253268.5,12,12,255,255,3417050262,1267748496,86,189,0,0,16.478933,0.370134,1424223816,1424223816,0.323818,0.307182,0.000643,0.000521,0.000122,0,0,,, ,5,3,2,3,1,1,2
59.166.0.6,46781,149.171.126.7,80,tcp,FIN,1.299042,1684,10168,31,29,3,5,http,9631.712891,59145.125,14,18,255,255,3467117715,1332318179,120,565,1,3924,9021.229829,7895.575686,1424223830,1424223832,99.899618,76.387176,0.000567,0.000457,0.00011,0,0,1.0,, ,5,2,5,3,3,1,2
149.171.126.12,1043,175.45.176.0,53,udp,INT,3e-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223831,1424223831,0.003,0.0,0.0,0.0,0.0,0,0,,, ,15,15,5,5,5,2,15
59.166.0.8,49548,149.171.126.9,22,tcp,FIN,0.018243,9400,12298,31,29,26,31,ssh,4083539.0,5346050.5,106,114,255,255,3552149731,1402831225,89,108,0,0,11.031162,10.230806,1424223837,1424223837,0.183051,0.162725,0.000611,0.000497,0.000114,0,0,,, ,2,2,1,1,1,1,3
59.166.0.1,1076,149.171.126.2,31854,tcp,FIN,0.007872,2230,12896,31,29,7,11,-,2200203.25,12741869.0,34,36,255,255,3743055440,3755340552,66,358,0,0,13.702154,12.561344,1424223859,1424223859,0.236281,0.216941,0.000618,0.000493,0.000125,0,0,,, ,9,6,3,3,1,1,4
175.45.176.2,0,149.171.126.12,0,ospf,INT,45.037312,18480,0,254,0,0,0,-,3204.454102,0.0,42,0,0,0,0,0,440,0,0,0,1384.726625,0.0,1424223860,1424223905,1098.471,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,2,1,1,1
59.166.0.0,61685,149.171.126.9,22543,tcp,FIN,0.345135,4320,3080,31,29,7,7,-,96565.10938,69028.0625,28,30,255,255,2562348963,415776785,154,103,0,0,751.735487,19.354877,1424223879,1424223879,12.768741,11.883827,0.000616,0.000499,0.000117,0,0,,, ,14,5,5,13,1,1,4
59.166.0.7,61740,149.171.126.3,25,tcp,FIN,0.032332,37178,3276,31,29,18,8,smtp,9022393.0,790548.0625,52,40,255,255,3714864749,1566264830,715,82,0,0,46.690222,1.917464,1424223884,1424223884,0.626902,0.816333,0.000631,0.000492,0.000139,0,0,,, ,1,1,3,5,1,1,4
