srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,label
59.166.0.7,31446,149.171.126.8,80,tcp,FIN,1.005978,1684,10168,31,29,3,5,http,12437.64746,76375.42969,14,18,255,255,2946823367,2947804279,120,565,1,3924,8765.514848,7673.435039,1424223217,1424223218,77.35431,59.147882,0.000571,0.000459,0.000112,0,0,1.0,, ,2,1,5,10,1,1,5,,0
59.166.0.4,1215,149.171.126.1,47678,tcp,FIN,0.026311,3390,44134,31,29,7,22,-,1012504.25,13188096.0,56,58,255,255,3122624552,977539981,61,761,0,0,34.256178,31.844304,1424223218,1424223218,0.480259,0.459554,0.000691,0.000568,0.000123,0,0,,, ,3,4,4,3,1,1,1,,0
175.45.176.0,0,149.171.126.13,0,tcf,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223218,1424223218,0.003,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,2,2,2,5,Analysis,1
175.45.176.0,0,149.171.126.13,0,ospf,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223219,1424223219,0.008,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,3,2,2,5,Backdoor,1
59.166.0.3,65182,149.171.126.1,45510,tcp,FIN,0.271405,424,8824,31,29,1,4,ftp-data,10935.68652,238433.3281,8,12,255,255,1517243709,2024230563,53,735,0,0,2366.713577,1878.130656,1424223219,1424223220,38.72843,24.627727,0.000629,0.000497,0.000132,0,0,,, ,2,2,4,7,1,1,3,,0
59.166.0.4,47284,149.171.126.7,111,udp,CON,0.005527,568,320,31,29,0,0,-,616609.375,347385.5625,4,4,0,0,0,0,142,80,0,0,2.083138,1.50166,1424223221,1424223221,1.479,1.067333,0.0,0.0,0.0,0,0,,, ,4,6,5,6,1,1,3,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223222,1424223222,0.002,0.0,0.0,0.0,0.0,0,0,,, ,15,15,7,7,7,7,15,,0
59.166.0.8,58323,149.171.126.6,143,tcp,FIN,0.044349,7800,15090,31,29,30,32,-,1395657.125,2700579.5,122,126,255,255,3979340198,1830917520,64,120,0,0,31.20303,27.413437,1424223223,1424223223,0.36984,0.351016,0.000591,0.000469,0.000122,0,0,,, ,4,1,1,4,1,1,1,,0
59.166.0.9,14689,149.171.126.2,40214,tcp,FIN,0.021809,3390,44134,31,29,7,22,-,1221514.0,15910495.0,56,58,255,255,402271242,402600045,61,761,0,0,21.492993,21.486443,1424223224,1424223224,0.390873,0.385727,0.000728,0.000585,0.000143,0,0,,, ,4,6,2,7,1,1,2,,0
175.45.176.0,0,149.171.126.13,0,gmtp,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223225,1424223225,0.003,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,2,2,2,5,Backdoor,1
59.166.0.9,56979,149.171.126.6,55093,udp,CON,0.001785,528,304,31,29,0,0,-,1774790.0,1021848.75,4,4,0,0,0,0,132,76,0,0,0.645824,0.380659,1424223226,1424223226,0.459667,0.271667,0.0,0.0,0.0,0,0,,, ,9,6,6,6,1,1,4,,0
59.166.0.9,55823,149.171.126.2,22286,tcp,FIN,0.232664,3614,47722,31,29,7,24,-,122201.9688,1614448.25,60,62,255,255,714788710,715074294,60,770,0,0,275.867383,268.523124,1424223228,1424223228,3.937712,3.805262,0.000653,0.000535,0.000118,0,0,,, ,4,3,4,5,1,1,2,,0
175.45.176.0,0,149.171.126.13,0,scps,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223228,1424223228,0.003,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,12,2,2,5,Fuzzers,1
175.45.176.0,0,149.171.126.13,0,a/n,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223229,1424223229,0.002,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,10,2,2,5,Analysis,1
175.45.176.0,0,149.171.126.13,0,snp,INT,2e-06,200,0,254,0,0,0,-,400000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223230,1424223230,0.002,0.0,0.0,0.0,0.0,0,2,,, ,5,5,1,2,1,1,5,Exploits,1
59.166.0.7,61273,149.171.126.5,80,tcp,FIN,1.078175,1580,10168,31,29,3,5,http,10751.50195,71261.16406,12,18,255,255,4004371800,4005330386,132,565,1,3924,10066.3167,8106.277156,1424223230,1424223231,97.984094,63.394354,0.000598,0.000468,0.00013,0,0,1.0,, ,1,2,2,1,1,1,2,,0
59.166.0.4,8480,149.171.126.8,20641,tcp,FIN,0.046336,320,1958,31,29,1,2,ftp-data,46098.06641,295925.4063,6,8,255,255,2332695550,211301185,53,245,0,0,641.571571,15.725693,1424223231,1424223231,9.2046,6.544143,0.000645,0.000524,0.000121,0,0,,, ,3,3,5,8,1,1,4,,0
59.166.0.1,26157,149.171.126.7,33060,tcp,FIN,0.125926,528,8824,31,29,1,4,ftp-data,30239.98242,513889.0938,10,12,255,255,2932695282,920409243,53,735,0,0,1317.029022,1233.001293,1424223232,1424223232,13.950333,12.5467,0.000577,0.000457,0.00012,0,0,,, ,2,2,3,4,1,1,2,,0
59.166.0.7,7809,149.171.126.5,53,udp,CON,0.001018,146,178,31,29,0,0,dns,573673.875,699410.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223233,1424223233,0.008,0.001,0.0,0.0,0.0,0,0,,, ,5,3,2,6,4,1,1,,0
175.45.176.0,0,149.171.126.13,0,ddx,INT,5e-06,200,0,254,0,0,0,-,160000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223234,1424223234,0.005,0.0,0.0,0.0,0.0,0,2,,, ,3,3,1,10,1,1,3,DoS,1
59.166.0.5,23771,149.171.126.5,53,udp,CON,0.000972,130,162,31,29,0,0,dns,534979.4375,666666.6875,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424223234,1424223234,0.005,0.004,0.0,0.0,0.0,0,0,,, ,3,3,5,4,2,1,3,,0
59.166.0.1,23451,149.171.126.9,21459,tcp,FIN,0.125808,4238,62112,31,29,7,30,-,265801.8438,3896286.5,72,74,255,255,799823220,872157994,59,839,0,0,92.293261,90.376074,1424223235,1424223235,1.792743,1.715986,0.000647,0.000539,0.000108,0,0,,, ,7,6,6,5,1,1,2,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223236,1424223236,0.007,0.0,0.0,0.0,0.0,0,0,,, ,15,15,8,8,8,8,15,,0
59.166.0.6,30896,149.171.126.0,53,udp,CON,0.001036,130,162,31,29,0,0,dns,501930.5,625482.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424223237,1424223237,0.008,0.007,0.0,0.0,0.0,0,0,,, ,2,1,1,1,1,1,1,,0
59.166.0.2,17591,149.171.126.6,53,udp,CON,0.001004,132,164,31,29,0,0,dns,525896.4375,653386.5,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424223239,1424223239,0.004,0.007,0.0,0.0,0.0,0,0,,, ,1,2,5,2,1,1,1,,0
59.166.0.5,17566,149.171.126.4,37753,tcp,FIN,0.584348,5008,3080,31,29,7,7,-,66124.97656,40770.22266,28,30,255,255,572341980,2812433884,179,103,0,0,1179.394189,29.853309,1424223239,1424223239,21.631111,20.132861,0.000609,0.000493,0.000116,0,0,,, ,6,4,2,4,1,1,3,,0
59.166.0.3,48198,149.171.126.8,29120,tcp,FIN,0.032944,3390,44134,31,29,7,22,-,808644.9375,10532783.0,56,58,255,255,1352336264,1352615586,61,761,0,0,36.766564,34.733469,1424223240,1424223240,0.615623,0.56793,0.000703,0.000564,0.000139,0,0,,, ,4,4,2,2,1,1,2,,0
59.166.0.1,16301,149.171.126.2,53,udp,CON,0.001055,146,178,31,29,0,0,dns,553554.5,674881.5,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223240,1424223240,0.008,0.007,0.0,0.0,0.0,0,0,,, ,1,1,2,2,1,1,1,,0
59.166.0.7,45190,149.171.126.1,5496,tcp,FIN,0.046958,4238,62112,31,29,7,30,-,712125.75,10438775.0,72,74,255,255,344856181,2513345094,59,839,0,0,40.231741,39.725136,1424223242,1424223242,0.655592,0.635808,0.000673,0.000541,0.000132,0,0,,, ,1,8,1,1,1,1,1,,0
59.166.0.6,18845,149.171.126.7,17277,tcp,FIN,0.083602,3390,44134,31,29,7,22,-,318652.6875,4150523.0,56,58,255,255,2914434144,765086005,61,761,0,0,85.868328,83.098427,1424223242,1424223242,1.514145,1.457912,0.000622,0.000496,0.000126,0,0,,, ,6,4,3,2,1,1,2,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,5e-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223243,1424223243,0.005,0.0,0.0,0.0,0.0,0,0,,, ,16,16,8,8,8,8,16,,0
175.45.176.0,0,149.171.126.13,0,pipe,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223243,1424223243,0.008,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,2,2,2,5,DoS,1
175.45.176.1,30027,149.171.126.17,179,tcp,FIN,1.329079,846,678,254,252,4,4,-,4731.095703,3743.945801,14,12,255,255,3155917463,2829007038,60,57,0,0,5169.744131,155.378187,1424223244,1424223245,110.75658,107.271453,0.152849,0.084272,0.068577,0,1,,, ,2,2,1,1,1,1,2,,0
175.45.176.0,0,149.171.126.13,0,rsvp,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223245,1424223245,0.009,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,5,1,1,5,Reconnaissance,1
175.45.176.0,0,149.171.126.13,0,rsvp,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223245,1424223245,0.009,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,5,1,1,5,Analysis,1
175.45.176.0,0,149.171.126.13,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223248,1424223248,0.009,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,9,2,2,5,Exploits,1
59.166.0.0,9348,149.171.126.2,53,udp,CON,0.001031,146,178,31,29,0,0,dns,566440.3125,690591.625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223249,1424223249,0.009,0.009,0.0,0.0,0.0,0,0,,, ,1,2,4,3,1,1,1,,0
59.166.0.7,43857,149.171.126.1,80,tcp,FIN,1.004981,1580,10168,31,29,3,5,http,11534.5459,76451.19531,12,18,255,255,1509888383,3660389054,132,565,1,3924,9530.398958,7675.342835,1424223251,1424223252,91.329094,59.084174,0.00068,0.000547,0.000133,0,0,1.0,, ,1,1,1,1,1,1,5,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223254,1424223254,0.008,0.0,0.0,0.0,0.0,0,2,,, ,5,5,3,11,2,2,5,DoS,1
59.166.0.2,4035,149.171.126.4,53,udp,CON,0.001043,146,178,31,29,0,0,dns,559923.3125,682646.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223256,1424223256,0.006,0.005,0.0,0.0,0.0,0,0,,, ,2,3,3,2,2,2,2,,0
59.166.0.6,43931,149.171.126.7,80,tcp,FIN,1.005812,1684,10168,31,29,3,5,http,12439.7002,76388.03125,14,18,255,255,2604503420,2601239248,120,565,1,3924,8765.706272,7674.922861,1424223256,1424223257,77.344233,59.136353,0.000621,0.000491,0.00013,0,0,1.0,, ,1,1,4,1,1,1,1,,0
175.45.176.0,14404,149.171.126.14,69,udp,INT,5e-06,92,0,254,0,0,0,-,73600000.0,0.0,2,0,0,0,0,0,46,0,0,0,0.0,0.0,1424223259,1424223259,0.005,0.0,0.0,0.0,0.0,0,2,,, ,1,1,1,19,1,1,1,Worms,1
175.45.176.0,0,149.171.126.13,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223260,1424223260,0.009,0.0,0.0,0.0,0.0,0,2,,, ,2,2,1,2,1,1,2,Exploits,1
59.166.0.1,35867,149.171.126.9,6881,tcp,FIN,1.56553,13766,548216,31,29,21,197,-,70054.23438,2795040.75,240,438,255,255,707443449,712657645,57,1252,0,0,2086.118097,1543.980923,1424223260,1424223262,6.549017,3.58955,0.000609,0.000482,0.000127,0,0,,, ,2,5,9,3,2,1,3,,0
10.40.182.6,138,10.40.182.255,138,udp,INT,8.5e-05,503,0,64,0,0,0,-,23717648.0,0.0,2,0,0,0,0,0,252,0,0,0,0.0,0.0,1424223261,1424223261,0.085,0.0,0.0,0.0,0.0,0,0,,, ,48,48,48,48,48,48,48,,0
59.166.0.2,33496,149.171.126.7,5190,tcp,FIN,0.878956,3022,17290,31,29,8,11,-,26859.13672,152999.6875,42,36,255,255,1487435160,1487745173,72,480,0,0,1480.244939,44.027875,1424223261,1424223262,21.437952,25.0934,0.000627,0.000525,0.000102,0,0,,, ,1,2,4,4,1,1,2,,0
10.40.182.6,138,10.40.182.255,138,udp,INT,8.5e-05,503,0,64,0,0,0,-,23717648.0,0.0,2,0,0,0,0,0,252,0,0,0,0.0,0.0,1424223261,1424223261,0.085,0.0,0.0,0.0,0.0,0,0,,, ,48,48,48,48,48,48,48,,0
59.166.0.4,37747,149.171.126.6,52983,tcp,FIN,0.049879,3614,47722,31,29,7,24,-,570019.4375,7530704.5,60,62,255,255,3105337965,3105649235,60,770,0,0,53.18732,52.362311,1424223264,1424223264,0.854586,0.821533,0.000718,0.000579,0.000139,0,0,,, ,4,8,3,2,1,1,2,,0
59.166.0.6,8531,149.171.126.7,53,udp,CON,0.000952,146,178,31,29,0,0,dns,613445.375,747899.1875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223264,1424223264,0.008,0.004,0.0,0.0,0.0,0,0,,, ,2,2,3,3,2,2,2,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223266,1424223266,0.008,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,2,2,2,5,DoS,1
59.166.0.3,55397,149.171.126.1,60193,udp,CON,0.001692,528,304,31,29,0,0,-,1872340.5,1078014.25,4,4,0,0,0,0,132,76,0,0,0.624847,0.288271,1424223266,1424223266,0.446333,0.208333,0.0,0.0,0.0,0,0,,, ,3,6,5,6,1,1,5,,0
59.166.0.6,60144,149.171.126.9,80,tcp,FIN,1.256195,1684,10168,31,29,3,5,http,9960.237305,61162.48047,14,18,255,255,2039959686,2075721461,120,565,1,3924,8898.721038,7797.828793,1424223266,1424223267,96.602618,73.861118,0.000709,0.000553,0.000156,0,0,1.0,, ,2,1,2,4,2,1,1,,0
59.166.0.9,34399,149.171.126.6,13676,tcp,FIN,0.004806,4424,2456,31,29,7,7,-,6956305.0,3861839.5,18,18,255,255,3002053887,3000899637,246,136,0,0,13.101136,0.3301,1424223267,1424223267,0.264471,0.254118,0.000606,0.000483,0.000123,0,0,,, ,4,6,8,4,1,1,3,,0
59.166.0.4,23990,149.171.126.8,53,udp,CON,0.001016,146,178,31,29,0,0,dns,574803.125,700787.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223268,1424223268,0.008,0.002,0.0,0.0,0.0,0,0,,, ,1,1,2,4,1,1,1,,0
59.166.0.7,45100,149.171.126.5,2452,tcp,FIN,0.027035,3390,44134,31,29,7,22,-,985389.3125,12834918.0,56,58,255,255,1812467777,3962344712,61,761,0,0,28.390435,27.298077,1424223269,1424223269,0.500849,0.46314,0.000774,0.000628,0.000146,0,0,,, ,2,2,5,3,1,1,1,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223269,1424223269,0.008,0.0,0.0,0.0,0.0,0,2,,, ,5,5,2,2,2,2,6,Analysis,1
175.45.176.1,65448,149.171.126.17,179,tcp,FIN,2.390953,21716,728,254,252,11,3,-,70241.44531,2261.859619,30,14,255,255,1200980933,2853282281,724,52,0,0,6641.853086,263.715406,1424223270,1424223272,81.628621,174.647844,0.172098,0.120523,0.051575,0,1,,, ,2,2,2,2,2,2,2,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,6e-06,200,0,254,0,0,0,-,133333328.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223272,1424223272,0.006,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,12,3,3,10,Backdoor,1
149.171.126.12,1043,175.45.176.0,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223273,1424223273,0.002,0.0,0.0,0.0,0.0,0,0,,, ,19,19,4,4,4,4,19,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223273,1424223273,0.008,0.0,0.0,0.0,0.0,0,2,,, ,9,9,3,9,3,3,10,Exploits,1
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223276,1424223276,0.008,0.0,0.0,0.0,0.0,0,2,,, ,7,7,3,12,3,3,7,DoS,1
175.45.176.0,0,149.171.126.13,0,unas,INT,3e-06,200,0,254,0,0,0,-,266666656.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223279,1424223279,0.003,0.0,0.0,0.0,0.0,0,2,,, ,8,8,5,13,4,4,8,DoS,1
175.45.176.0,0,149.171.126.13,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223279,1424223279,0.009,0.0,0.0,0.0,0.0,0,2,,, ,8,8,5,13,4,4,8,Analysis,1
149.171.126.12,1043,175.45.176.0,53,udp,INT,4e-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223280,1424223280,0.004,0.0,0.0,0.0,0.0,0,0,,, ,15,15,8,8,8,8,15,,0
59.166.0.6,53845,149.171.126.3,53,udp,CON,0.001159,146,178,31,29,0,0,dns,503882.6563,614322.6875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223280,1424223280,0.009,0.007,0.0,0.0,0.0,0,0,,, ,2,3,3,3,1,1,2,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223282,1424223282,0.009,0.0,0.0,0.0,0.0,0,2,,, ,7,7,4,21,4,4,7,DoS,1
175.45.176.0,0,149.171.126.13,0,unas,INT,9e-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223283,1424223283,0.009,0.0,0.0,0.0,0.0,0,2,,, ,7,7,2,11,2,2,7,Analysis,1
59.166.0.7,3565,149.171.126.0,46299,tcp,FIN,0.247538,4736,2768,31,29,7,7,-,146692.625,85740.36719,24,24,255,255,2884634764,737986506,197,115,0,0,801.388553,22.791107,1424223285,1424223285,10.743522,10.738218,0.000667,0.000554,0.000113,0,0,,, ,5,3,2,5,1,1,2,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223286,1424223286,0.008,0.0,0.0,0.0,0.0,0,2,,, ,8,8,6,23,6,6,8,Analysis,1
59.166.0.1,39003,149.171.126.3,42384,udp,CON,0.001669,528,304,31,29,0,0,-,1898142.625,1092870.0,4,4,0,0,0,0,132,76,0,0,0.600098,0.274357,1424223286,1424223286,0.427333,0.199,0.0,0.0,0.0,0,0,,, ,4,8,9,8,1,1,5,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223286,1424223286,0.008,0.0,0.0,0.0,0.0,0,2,,, ,8,8,6,23,6,6,8,DoS,1
149.171.126.12,1043,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223287,1424223287,0.008,0.0,0.0,0.0,0.0,0,0,,, ,20,20,10,10,10,4,20,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223287,1424223287,0.008,0.0,0.0,0.0,0.0,0,0,,, ,21,21,6,6,6,4,21,,0
175.45.176.0,0,149.171.126.13,0,unas,INT,8e-06,200,0,254,0,0,0,-,100000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424223287,1424223287,0.008,0.0,0.0,0.0,0.0,0,2,,, ,9,9,5,15,5,5,9,Backdoor,1
149.171.126.12,47439,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223294,1424223294,0.007,0.0,0.0,0.0,0.0,0,0,,, ,15,15,7,7,7,7,15,,0
59.166.0.7,47228,149.171.126.8,53,udp,CON,0.001088,130,162,31,29,0,0,dns,477941.1563,595588.25,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424223296,1424223296,0.008,0.007,0.0,0.0,0.0,0,0,,, ,3,3,6,6,2,1,7,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223296,1424223296,0.007,0.0,0.0,0.0,0.0,0,0,,, ,9,9,8,8,8,8,9,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,7e-06,264,0,60,0,0,0,dns,150857136.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223299,1424223299,0.007,0.0,0.0,0.0,0.0,0,0,,, ,17,17,8,8,8,8,17,,0
175.45.176.3,56275,149.171.126.19,179,tcp,FIN,0.456293,534,268,254,252,2,1,-,8433.177734,3927.30127,10,6,255,255,2247734672,4172423570,53,45,0,0,2616.399697,111.479023,1424223300,1424223300,47.310667,71.848203,0.182562,0.097043,0.085519,0,1,,, ,8,4,1,2,1,1,4,,0
59.166.0.2,48788,149.171.126.4,53,udp,CON,0.001053,146,178,31,29,0,0,dns,554605.875,676163.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223304,1424223304,0.001,0.007,0.0,0.0,0.0,0,0,,, ,3,2,1,3,2,1,1,,0
59.166.0.0,42186,149.171.126.2,53,udp,CON,0.001062,130,162,31,29,0,0,dns,489642.1563,610169.4375,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424223306,1424223306,0.008,0.004,0.0,0.0,0.0,0,0,,, ,1,3,3,4,1,1,1,,0
149.171.126.12,47439,175.45.176.0,53,udp,INT,8e-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223308,1424223308,0.008,0.0,0.0,0.0,0.0,0,0,,, ,27,27,16,16,16,8,27,,0
59.166.0.8,63066,149.171.126.9,17013,tcp,FIN,0.124975,4238,62112,31,29,7,30,-,267573.5,3922256.25,72,74,255,255,1530151965,3716778669,59,839,0,0,0.0,90.272978,1424223308,1424223308,1.780243,1.704192,0.000703,0.000565,0.000138,0,0,,, ,4,3,2,4,1,1,2,,0
59.166.0.7,16020,149.171.126.8,80,tcp,FIN,1.110862,1684,10168,31,29,3,5,http,11263.3252,69164.30469,14,18,255,255,2552248541,2553193838,120,565,1,3924,8808.600269,7715.27052,1424223310,1424223311,85.42469,65.311294,0.000719,0.000567,0.000152,0,0,1.0,, ,1,2,1,1,1,1,1,,0
59.166.0.5,23344,149.171.126.0,65505,tcp,FIN,0.03795,2646,26060,31,29,7,15,-,544505.875,5368748.0,42,44,255,255,1782666568,3942724483,63,592,0,0,63.314655,62.144957,1424223312,1424223312,0.917659,0.890048,0.000715,0.000566,0.000149,0,0,,, ,6,2,1,3,1,1,1,,0
59.166.0.4,37756,149.171.126.9,53,udp,CON,0.001122,146,178,31,29,0,0,dns,520499.0938,634581.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424223315,1424223315,0.008,0.007,0.0,0.0,0.0,0,0,,, ,2,3,6,2,2,1,2,,0
59.166.0.5,24624,149.171.126.6,80,tcp,FIN,1.021168,1684,10168,31,29,3,5,http,12252.63672,75239.33594,14,18,255,255,1855183430,4002099917,120,565,1,3924,8875.078479,7774.58573,1424223316,1424223317,78.518305,60.040293,0.000597,0.000482,0.000115,0,0,1.0,, ,1,1,2,4,1,1,1,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223317,1424223317,0.002,0.0,0.0,0.0,0.0,0,0,,, ,20,20,2,2,2,2,20,,0
149.171.126.12,1043,175.45.176.0,53,udp,INT,2e-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424223319,1424223319,0.002,0.0,0.0,0.0,0.0,0,0,,, ,20,20,8,8,8,8,20,,0
59.166.0.2,44411,149.171.126.7,25,tcp,FIN,0.480582,37168,3380,31,29,18,8,smtp,606830.875,54933.39453,52,42,255,255,1497766649,3648468467,715,80,0,0,766.113921,24.881375,1424223333,1424223333,9.416451,11.707829,0.000738,0.000558,0.00018,0,0,,, ,1,1,3,5,1,1,3,,0
59.166.0.7,35467,149.171.126.8,41549,tcp,FIN,0.03692,2646,26060,31,29,7,15,-,559696.625,5518526.5,42,44,255,255,1737764986,1769886063,63,592,0,0,67.790589,78.745181,1424223333,1424223333,0.892829,0.846488,0.000646,0.000518,0.000128,0,0,,, ,8,6,6,3,1,1,1,,0
59.166.0.9,36146,149.171.126.2,33969,tcp,FIN,0.105938,4342,62112,31,29,7,30,-,323509.9688,4627083.5,74,74,255,255,1797765880,1829246686,59,839,0,0,102.145289,2.975731,1424223334,1424223334,1.466986,1.464375,0.000626,0.0005,0.000126,0,0,,, ,4,2,2,3,1,1,1,,0
